site_name,year,gpp_var,f_gpparea_1,f_gppamp_1,f_gppmin_1,f_gup_1,f_midgup_1,f_maturity_1,f_peak_1,f_sene_1,f_midgdown_1,f_dormancy_1,f_qa_1,f_qadetailed_1,f_gpparea_2,f_gppamp_2,f_gppmin_2,f_gup_2,f_midgup_2,f_maturity_2,f_peak_2,f_sene_2,f_midgdown_2,f_dormancy_2,f_qa_2,f_qadetailed_2
RU-Fyo,2007,GPP_DT_VUT_REF,630.9,12,0,13591,13651,13677,13692,13711,13762,13804,0,0,,,,,,,,,,,,
US-ARM,2007,GPP_DT_VUT_REF,320.4,8,0,13568,13589,13614,13626,13636,13652,13665,0,0,,,,,,,,,,,,
US-Blo,2007,GPP_DT_VUT_REF,403.7,5,2,13558,13585,13654,13679,13704,13746,13819,0,0,,,,,,,,,,,,
US-GLE,2007,GPP_DT_VUT_REF,466.3,7,0,13632,13657,13700,13722,13744,13776,13800,0,0,,,,,,,,,,,,
US-Ha1,2007,GPP_DT_VUT_REF,676.8,11,0,13613,13642,13677,13700,13722,13781,13809,0,0,,,,,,,,,,,,
US-Los,2007,GPP_DT_VUT_REF,548.8,6,2,13533,13595,13688,13707,13730,13761,13782,0,0,,,,,,,,,,,,
US-Me2,2007,GPP_DT_VUT_REF,514.5,7,2,13571,13619,13668,13683,13698,13741,13832,0,0,,,,,,,,,,,,
US-MMS,2007,GPP_DT_VUT_REF,721.9,13,0,13629,13646,13671,13700,13728,13776,13816,0,0,,,,,,,,,,,,
US-Ne1,2007,GPP_DT_VUT_REF,797.2,24,0,13661,13678,13696,13710,13726,13754,13778,0,0,,,,,,,,,,,,
US-Ne2,2007,GPP_DT_VUT_REF,884.7,23,0,13663,13681,13700,13716,13732,13756,13776,0,0,,,,,,,,,,,,
US-Ne3,2007,GPP_DT_VUT_REF,728.6,21,0,13664,13681,13700,13714,13730,13754,13772,0,0,,,,,,,,,,,,
US-NR1,2007,GPP_DT_VUT_REF,504.3,7,0,13616,13643,13693,13719,13743,13783,13815,0,0,,,,,,,,,,,,
US-PFa,2007,GPP_DT_VUT_REF,282.4,6,0,13597,13649,13673,13688,13713,13763,13800,0,0,,,,,,,,,,,,
US-Syv,2007,GPP_DT_VUT_REF,527.8,10,0,13619,13652,13674,13693,13724,13781,13853,0,0,,,,,,,,,,,,
US-Ton,2007,GPP_DT_VUT_REF,351.3,6,1,13518,13590,13615,13629,13644,13670,13737,0,0,,,,,,,,,,,,
US-UMB,2007,GPP_DT_VUT_REF,487.7,13,0,13635,13656,13675,13690,13708,13783,13806,0,0,,,,,,,,,,,,
US-UMd,2007,GPP_DT_VUT_REF,1195.6,12,0,13516,13566,13658,13682,13708,13789,13811,0,0,,,,,,,,,,,,
US-Var,2007,GPP_DT_VUT_REF,381.4,7,0,13531,13566,13591,13607,13624,13646,13665,0,0,,,,,,,,,,,,
US-Wkg,2007,GPP_DT_VUT_REF,139.5,4,0,13608,13713,13727,13735,13744,13760,13786,0,0,,,,,,,,,,,,
ZA-Kru,2007,GPP_DT_VUT_REF,210,6,0,13476,13510,13527,13537,13546,13559,13572,0,0,146.4,4,0,13824,13844,13863,13876,13890,13907,13924,0,0
AT-Neu,2008,GPP_DT_VUT_REF,1042.2,13,0,13967,13986,14007,14068,14084,14137,14179,0,0,,,,,,,,,,,,
AU-DaP,2008,GPP_DT_VUT_REF,1140.9,10,0,13797,13843,13892,13954,13969,13990,14013,0,0,,,,,,,,,,,,
AU-DaS,2008,GPP_DT_VUT_REF,324.5,6,2,13830,13858,13893,13914,13936,13960,14048,0,0,,,,,,,,,,,,
AU-How,2008,GPP_DT_VUT_REF,421.3,5,3,13802,13872,13894,13944,13959,13980,13997,0,0,,,,,,,,,,,,
AU-Lox,2008,GPP_DT_VUT_REF,1039.9,11,1,14122,14144,14180,14242,14275,14319,14344,0,0,,,,,,,,,,,,
AU-Tum,2008,GPP_DT_VUT_REF,681,6,5,13754,13787,13916,13928,13942,13990,14021,0,0,,,,,,,,,,,,
BE-Bra,2008,GPP_DT_VUT_REF,542.1,8,1,13948,14010,14041,14062,14092,14136,14192,0,0,,,,,,,,,,,,
BE-Lon,2008,GPP_DT_VUT_REF,596.8,16,0,14023,14041,14060,14077,14096,14149,14186,0,0,,,,,,,,,,,,
BE-Vie,2008,GPP_DT_VUT_REF,904.6,9,1,13935,13993,14027,14082,14106,14151,14185,0,0,,,,,,,,,,,,
CA-Man,2008,GPP_DT_VUT_REF,325,6,0,14003,14022,14057,14082,14105,14130,14199,0,0,,,,,,,,,,,,
CA-Qfo,2008,GPP_DT_VUT_REF,345.1,6,0,13989,14020,14059,14081,14105,14141,14177,0,0,,,,,,,,,,,,
CH-Cha,2008,GPP_DT_VUT_REF,1246.5,10,3,13930,13963,13991,14092,14107,14142,14189,0,0,,,,,,,,,,,,
CH-Dav,2008,GPP_DT_VUT_REF,222.4,6,0,13966,13987,14010,14022,14033,14140,14196,0,0,,,,,,,,,,,,
CH-Fru,2008,GPP_DT_VUT_REF,447.3,12,0,13975,13993,14012,14027,14043,14130,14182,0,0,,,,,,,,,,,,
CH-Lae,2008,GPP_DT_VUT_REF,583.8,12,0,13967,14004,14026,14047,14075,14148,14176,0,0,,,,,,,,,,,,
CH-Oe1,2008,GPP_DT_VUT_REF,660.8,11,0,14009,14046,14078,14104,14119,14172,14206,0,0,,,,,,,,,,,,
CH-Oe2,2008,GPP_DT_VUT_REF,592,12,1,13940,13978,14003,14021,14039,14061,14123,0,0,,,,,,,,,,,,
CN-Cng,2008,GPP_DT_VUT_REF,293.6,8,0,14017,14049,14069,14081,14093,14115,14141,0,0,,,,,,,,,,,,
CZ-BK1,2008,GPP_DT_VUT_REF,789.3,10,1,13917,13965,14025,14046,14063,14140,14197,0,0,,,,,,,,,,,,
CZ-wet,2008,GPP_DT_VUT_REF,401.6,11,0,13990,14009,14029,14044,14062,14107,14160,0,0,,,,,,,,,,,,
DE-Geb,2008,GPP_DT_VUT_REF,814.3,13,0,13956,13981,14006,14042,14054,14070,14084,0,0,,,,,,,,,,,,
DE-Gri,2008,GPP_DT_VUT_REF,321.3,9,0,13965,13982,14000,14012,14064,14144,14174,0,0,,,,,,,,,,,,
DE-Hai,2008,GPP_DT_VUT_REF,583.4,14,0,13989,14010,14033,14050,14073,14135,14170,0,0,,,,,,,,,,,,
DE-Kli,2008,GPP_DT_VUT_REF,283.8,8,0,14002,14022,14041,14054,14066,14087,14124,0,0,,,,,,,,,,,,
DE-Obe,2008,GPP_DT_VUT_REF,742.5,12,0,13962,13991,14026,14051,14074,14147,14192,0,0,,,,,,,,,,,,
DE-Seh,2008,GPP_DT_VUT_REF,826.9,14,0,13949,13979,14010,14034,14051,14070,14087,0,0,,,,,,,,,,,,
DE-Tha,2008,GPP_DT_VUT_REF,667.5,12,1,13941,13994,14022,14039,14060,14132,14186,0,0,,,,,,,,,,,,
DK-Sor,2008,GPP_DT_VUT_REF,668.4,16,0,13981,14005,14027,14042,14062,14131,14170,0,0,,,,,,,,,,,,
FI-Hyy,2008,GPP_DT_VUT_REF,482.1,8,0,13975,14000,14042,14063,14082,14138,14173,0,0,,,,,,,,,,,,
FI-Lom,2008,GPP_DT_VUT_REF,208,7,0,14032,14050,14067,14079,14092,14113,14135,0,0,,,,,,,,,,,,
FI-Sod,2008,GPP_DT_VUT_REF,259.9,5,0,13999,14029,14057,14076,14095,14134,14168,0,0,,,,,,,,,,,,
FR-Fon,2008,GPP_DT_VUT_REF,635.5,13,0,13987,14010,14038,14056,14078,14134,14170,0,0,,,,,,,,,,,,
FR-Gri,2008,GPP_DT_VUT_REF,701.6,15,1,13954,14043,14061,14074,14090,14115,14139,0,0,,,,,,,,,,,,
FR-LBr,2008,GPP_DT_VUT_REF,712.1,8,2,13911,13982,14018,14065,14082,14151,14198,0,0,,,,,,,,,,,,
FR-Pue,2008,GPP_DT_VUT_REF,413.1,5,2,13900,13992,14040,14053,14067,14092,14199,0,0,,,,,,,,,,,,
IT-BCi,2008,GPP_DT_VUT_REF,751.3,7,0,13796,13813,13957,13973,13984,13999,14010,0,0,581.8,19,0,14039,14053,14071,14083,14095,14111,14126,0,0
IT-Col,2008,GPP_DT_VUT_REF,448,11,0,14003,14020,14043,14060,14077,14128,14165,0,0,,,,,,,,,,,,
IT-Lav,2008,GPP_DT_VUT_REF,567.1,10,2,13928,13974,14007,14027,14147,14181,14201,0,0,,,,,,,,,,,,
IT-MBo,2008,GPP_DT_VUT_REF,349.9,10,0,13995,14011,14029,14043,14060,14140,14182,0,0,,,,,,,,,,,,
IT-Ren,2008,GPP_DT_VUT_REF,678.1,10,0,13982,14008,14056,14077,14097,14164,14198,0,0,,,,,,,,,,,,
IT-Ro1,2008,GPP_DT_VUT_REF,618.1,13,0,13964,13994,14019,14037,14053,14078,14194,0,0,,,,,,,,,,,,
IT-SRo,2008,GPP_DT_VUT_REF,1012.5,11,2,13906,13968,14034,14058,14081,14133,14176,0,0,,,,,,,,,,,,
IT-Tor,2008,GPP_DT_VUT_REF,906,7,2,13898,13931,14046,14071,14094,14137,14199,0,0,,,,,,,,,,,,
NL-Hor,2008,GPP_DT_VUT_REF,587.2,11,0,13970,14002,14032,14050,14066,14099,14166,0,0,,,,,,,,,,,,
NL-Loo,2008,GPP_DT_VUT_REF,762.8,9,1,13943,13998,14057,14087,14106,14150,14199,0,0,,,,,,,,,,,,
RU-Cok,2008,GPP_DT_VUT_REF,176.1,5,0,14045,14064,14082,14094,14104,14119,14134,0,0,,,,,,,,,,,,
RU-Fyo,2008,GPP_DT_VUT_REF,570.2,10,0,13974,14009,14041,14059,14091,14135,14175,0,0,,,,,,,,,,,,
SD-Dem,2008,GPP_DT_VUT_REF,214.2,6,0,14063,14080,14097,14109,14121,14146,14167,0,0,,,,,,,,,,,,
US-ARM,2008,GPP_DT_VUT_REF,526.4,10,0,13950,14028,14046,14057,14068,14086,14103,0,0,,,,,,,,,,,,
US-GLE,2008,GPP_DT_VUT_REF,257.8,5,0,14013,14033,14062,14081,14114,14144,14165,0,0,,,,,,,,,,,,
US-Ha1,2008,GPP_DT_VUT_REF,731.7,14,0,13996,14025,14053,14073,14092,14132,14173,0,0,,,,,,,,,,,,
US-Me2,2008,GPP_DT_VUT_REF,621.6,8,1,13929,13997,14039,14063,14091,14134,14214,0,0,,,,,,,,,,,,
US-MMS,2008,GPP_DT_VUT_REF,717.8,11,0,13994,14015,14044,14078,14115,14157,14181,0,0,,,,,,,,,,,,
US-Ne1,2008,GPP_DT_VUT_REF,780.3,22,0,14031,14047,14066,14081,14099,14126,14154,0,0,,,,,,,,,,,,
US-Ne2,2008,GPP_DT_VUT_REF,432.2,12,0,14046,14065,14086,14099,14112,14131,14147,0,0,,,,,,,,,,,,
US-Ne3,2008,GPP_DT_VUT_REF,484.4,14,0,14050,14069,14089,14102,14114,14134,14155,0,0,,,,,,,,,,,,
US-NR1,2008,GPP_DT_VUT_REF,332.7,7,0,14000,14020,14050,14070,14105,14156,14180,0,0,,,,,,,,,,,,
US-PFa,2008,GPP_DT_VUT_REF,350.9,6,0,14008,14037,14066,14089,14106,14133,14165,0,0,,,,,,,,,,,,
US-SRG,2008,GPP_DT_VUT_REF,218.4,7,0,14052,14067,14083,14094,14105,14131,14159,0,0,,,,,,,,,,,,
US-SRM,2008,GPP_DT_VUT_REF,183.5,5,0,14051,14067,14084,14094,14106,14133,14160,0,0,,,,,,,,,,,,
US-Ton,2008,GPP_DT_VUT_REF,202.8,4,0,13928,13953,13977,13992,14007,14095,14124,0,0,,,,,,,,,,,,
US-UMB,2008,GPP_DT_VUT_REF,601.8,12,0,14005,14027,14050,14075,14099,14147,14172,0,0,,,,,,,,,,,,
US-UMd,2008,GPP_DT_VUT_REF,504.1,12,0,14007,14029,14051,14068,14088,14145,14173,0,0,,,,,,,,,,,,
US-Var,2008,GPP_DT_VUT_REF,219.5,4,0,13898,13920,13953,13969,13982,14000,14016,0,0,,,,,,,,,,,,
AR-SLu,2009,GPP_DT_VUT_REF,411.2,6,8,14452,14494,14537,14556,14581,14676,14723,0,0,,,,,,,,,,,,
AT-Neu,2009,GPP_DT_VUT_REF,406.5,13,0,14332,14347,14365,14377,14390,14503,14536,0,0,,,,,,,,,,,,
AU-Ade,2009,GPP_DT_VUT_REF,693.7,8,2,14174,14220,14262,14306,14322,14340,14359,0,0,,,,,,,,,,,,
AU-DaP,2009,GPP_DT_VUT_REF,832.9,9,0,14198,14219,14247,14311,14325,14346,14370,0,0,,,,,,,,,,,,
AU-DaS,2009,GPP_DT_VUT_REF,354.4,6,2,14196,14223,14263,14286,14302,14329,14371,0,0,,,,,,,,,,,,
AU-How,2009,GPP_DT_VUT_REF,407.1,6,3,14176,14211,14255,14280,14301,14338,14380,0,0,,,,,,,,,,,,
AU-Tum,2009,GPP_DT_VUT_REF,773.5,6,5,14128,14149,14174,14294,14313,14356,14395,0,0,412.7,8,4,14481,14528,14552,14564,14584,14683,14708,0,0
BE-Bra,2009,GPP_DT_VUT_REF,833.1,8,1,14321,14360,14413,14461,14478,14514,14549,0,0,,,,,,,,,,,,
BE-Lon,2009,GPP_DT_VUT_REF,811.8,17,0,14335,14355,14383,14402,14419,14438,14455,0,0,,,,,,,,,,,,
BE-Vie,2009,GPP_DT_VUT_REF,931.3,12,1,14313,14346,14395,14426,14455,14502,14549,0,0,,,,,,,,,,,,
CA-Qfo,2009,GPP_DT_VUT_REF,319.8,6,0,14357,14401,14431,14448,14469,14497,14523,0,0,,,,,,,,,,,,
CH-Cha,2009,GPP_DT_VUT_REF,1036.6,12,2,14271,14311,14369,14399,14432,14518,14549,0,0,,,,,,,,,,,,
CH-Dav,2009,GPP_DT_VUT_REF,265.6,6,0,14323,14339,14363,14379,14398,14510,14534,0,0,,,,,,,,,,,,
CH-Fru,2009,GPP_DT_VUT_REF,476.6,13,0,14337,14356,14378,14391,14402,14499,14543,0,0,,,,,,,,,,,,
CH-Lae,2009,GPP_DT_VUT_REF,785.6,11,0,14284,14358,14387,14418,14456,14513,14542,0,0,,,,,,,,,,,,
CH-Oe2,2009,GPP_DT_VUT_REF,558.9,14,0,14323,14344,14368,14383,14397,14417,14434,0,0,125.3,5,0,14480,14495,14510,14519,14530,14557,14588,0,0
CN-Cng,2009,GPP_DT_VUT_REF,294.1,6,0,14373,14398,14424,14440,14453,14475,14502,0,0,,,,,,,,,,,,
CZ-wet,2009,GPP_DT_VUT_REF,315.7,8,0,14346,14365,14385,14399,14414,14506,14535,0,0,,,,,,,,,,,,
DE-Geb,2009,GPP_DT_VUT_REF,376.3,10,0,14377,14395,14416,14431,14446,14469,14492,0,0,,,,,,,,,,,,
DE-Gri,2009,GPP_DT_VUT_REF,1190.5,11,0,14321,14341,14366,14464,14477,14502,14553,0,0,,,,,,,,,,,,
DE-Hai,2009,GPP_DT_VUT_REF,780.3,13,0,14344,14369,14401,14431,14467,14506,14537,0,0,,,,,,,,,,,,
DE-Kli,2009,GPP_DT_VUT_REF,953.8,14,0,14248,14320,14351,14374,14394,14418,14439,0,0,,,,,,,,,,,,
DE-Obe,2009,GPP_DT_VUT_REF,1064.6,11,0,14322,14345,14431,14455,14480,14513,14575,0,0,,,,,,,,,,,,
DE-Seh,2009,GPP_DT_VUT_REF,555.8,13,0,14321,14343,14367,14384,14399,14422,14440,0,0,,,,,,,,,,,,
DE-Tha,2009,GPP_DT_VUT_REF,1177.3,11,0,14314,14339,14425,14454,14477,14513,14578,0,0,,,,,,,,,,,,
DK-Sor,2009,GPP_DT_VUT_REF,818.9,15,0,14339,14365,14395,14418,14438,14493,14530,0,0,,,,,,,,,,,,
DK-ZaF,2009,GPP_DT_VUT_REF,429.5,5,0,14301,14332,14377,14418,14440,14464,14484,0,0,,,,,,,,,,,,
FI-Hyy,2009,GPP_DT_VUT_REF,605.9,9,0,14344,14372,14413,14437,14461,14500,14533,0,0,,,,,,,,,,,,
FI-Lom,2009,GPP_DT_VUT_REF,261.2,8,0,14393,14411,14431,14444,14457,14479,14500,0,0,,,,,,,,,,,,
FI-Sod,2009,GPP_DT_VUT_REF,331.2,5,0,14360,14383,14438,14454,14469,14499,14529,0,0,,,,,,,,,,,,
FR-Fon,2009,GPP_DT_VUT_REF,696.8,11,0,14343,14367,14403,14429,14457,14505,14545,0,0,,,,,,,,,,,,
FR-Gri,2009,GPP_DT_VUT_REF,670.2,15,1,14313,14344,14368,14384,14399,14421,14438,0,0,,,,,,,,,,,,
